intermediate,reward,epochs,dropout,layer_1,layer_2,regularization,activation,train_frac,test_frac,learning_rate,batch_size,preweight,optimizer,trialJobId
"[0.5458646616541354,0.6620674485457296]",0.6620674485457296,200,0.14339937836840932,55,98,0.03529073903442538,tanh,0.7,0.15,8.420036563243713e-05,100,61,adam,PozQF
"[0.5027568922305765,0.6663688917632711]",0.6663688917632711,200,0.20566218348080031,115,62,0.025392300446137203,tanh,0.7,0.15,0.00012590771532727823,5,68,adam,sxZ6C
"[0.47418546365914793,0.6572226986657134]",0.6572226986657134,200,0.0659760807237193,38,104,0.023188510695182515,tanh,0.7,0.15,0.000865904318998322,50,54,adam,r7isP
"[0.5488721804511278,0.7643319395599513]",0.7643319395599513,200,0.18804654187349112,98,37,0.0042640101602782945,tanh,0.7,0.15,0.003874388473138566,70,65,adam,F7qFH
"[0.5052631578947369,0.6590467954984084]",0.6590467954984084,200,0.22356567755272447,110,19,0.009505675395622663,tanh,0.7,0.15,0.022289031979743367,70,49,adam,zTItu
"[0.5283208020050125,0.702285962124391]",0.702285962124391,200,0.18602971564281898,96,23,0.0039613129193934345,tanh,0.7,0.15,0.007972076244009477,70,55,adam,ZZBgQ
"[0.5624060150375939,0.7394343220042162]",0.7394343220042162,200,0.19724913114098774,136,36,0.01193817664448424,tanh,0.7,0.15,0.03194219929410166,70,58,adam,XZ4su
"[0.5283208020050125,0.7062871019696677]",0.7062871019696677,200,0.23159161377629878,126,15,0.0001430010854704053,tanh,0.7,0.15,0.005807161559825756,70,62,adam,ojMqW
"[0.5097744360902257,0.729284691974297]",0.729284691974297,200,0.261292945918158,74,29,0.005281444023968469,tanh,0.7,0.15,0.00420179493997577,70,65,adam,u8R0I
"[0.44862155388471187,0.7911408036867347]",0.7911408036867347,200,0.17269484645623573,104,45,0.0155418986345936,elu,0.7,0.15,0.04212144202835891,70,46,adam,vrRn6
"[0.54937343358396,0.708891608726686]",0.708891608726686,200,0.24718903971845224,106,53,0.03006376447176674,elu,0.7,0.15,0.04511676805535963,70,46,adam,Qe2Kw
"[0.4917293233082707,0.6244341011681819]",0.6244341011681819,200,0.15258039458650485,167,58,0.016300240763311616,elu,0.7,0.15,0.20532289612374713,70,34,adam,vLAva
"[0.6992481203007518,0.6886939570549627]",0.6886939570549627,200,0.21116120390979884,142,40,0.007630049921973909,elu,0.7,0.15,0.1270404434643519,70,43,adam,hLyqe
"[0.5478696741854636,0.6814915447558831]",0.6814915447558831,200,0.009437816673488555,176,70,0.02110127077278348,elu,0.7,0.15,0.04053337384154692,10,40,adam,eon3h
"[0.5305764411027568,0.5503501523932167]",0.5503501523932167,200,0.17563681287632893,18,93,0.002530276844151051,elu,0.7,0.15,0.0970056128890557,100,52,adam,W2tAs
"[0.5458646616541354,0.6713644255050505]",0.6713644255050505,200,0.1334261163763188,161,132,0.018698195761688453,elu,0.7,0.15,0.4355528175872469,30,48,SGD,Z6mtM
"[0.5195488721804511,0.6838998324200514]",0.6838998324200514,200,0.3314132175020466,121,85,0.014353128764124578,elu,0.7,0.15,0.07157124490711222,5,37,adam,Wpa3P
"[0.5288220551378446,0.6715222185879778]",0.6715222185879778,200,0.09563497746156499,129,110,0.033741639638438625,elu,0.7,0.15,0.01907501352285191,70,46,adam,rlGgj
"[0.4897243107769424,0.7239596162308194]",0.7239596162308194,200,0.2957607059541655,24,45,0.010791645138980146,elu,0.7,0.15,0.011678484662059627,5,44,adam,VVkmh
"[0.5874686716791979,0.5957520921571008]",0.5957520921571008,200,0.2382387011721973,10,144,0.04199650592542971,elu,0.7,0.15,0.25612296853150857,100,50,adam,VBBHc
"[0.5849624060150377,0.6399108734402852]",0.6399108734402852,200,0.3455071723687527,114,100,0.01270588166668691,elu,0.7,0.15,0.025727827415732495,70,29,SGD,gBra8
"[0.5298245614035089,0.7155523886039475]",0.7155523886039475,200,0.28605073134755477,154,32,0.01594764966896158,elu,0.7,0.15,0.014448075560834167,5,42,adam,LJrFt
"[0.4962406015037595,0.7010949569221628]",0.7010949569221628,200,0.05913473703873584,103,56,0.03724670508492291,elu,0.7,0.15,0.00785142084148164,100,40,adam,ofR5E
"[0.5,0.6966323595761132]",0.6966323595761132,200,0.3656322451756641,89,74,0.022706683829373943,elu,0.7,0.15,0.05473084553617707,10,33,adam,xIqNq
"[0.505764411027569,0.6866351996527778]",0.6866351996527778,200,0.16252494177802207,81,62,0.025323119769194102,elu,0.7,0.15,0.010021093092184182,30,36,adam,n36OZ
"[0.5448621553884712,0.7373497652266034]",0.7373497652266034,200,0.049989336835909934,62,49,0.0061813335975485165,relu,0.7,0.15,0.0030459281623270973,5,53,adam,L32Zh
"[0.4977443609022557,0.6285895415858651]",0.6285895415858651,200,0.11609264411717948,192,126,0.03034875157967259,elu,0.7,0.15,0.16351846301301248,70,31,SGD,UlPPx
"[0.5553884711779449,0.6343180173575993]",0.6343180173575993,200,0.2030685885665652,133,42,0.009659441320755982,elu,0.7,0.15,0.0019520794844026825,5,47,adam,xxfhI
"[0.5323308270676692,0.7428562433899926]",0.7428562433899926,200,0.26894107710013493,67,80,0.0018771140273786992,elu,0.7,0.15,0.0014624069404913795,100,39,adam,yLEjp
"[0.5428571428571429,0.5965625]",0.5965625,200,0.10028971162774282,33,66,0.027196156662173614,relu,0.7,0.15,6.622669050935181e-06,5,56,adam,hAEF0
"[0.4776942355889725,0.6907257101558572]",0.6907257101558572,200,0.032280528081752635,46,23,0.020231710097209504,elu,0.7,0.15,0.03396523708448058,70,51,adam,hkyzz
"[0.4671679197994988,0.6908779761904762]",0.6908779761904762,200,0.03936437193794315,109,71,0.016655234871547242,elu,0.7,0.15,0.0006526342584807856,100,45,adam,D14Ak
"[0.5661654135338345,0.6655552235707457]",0.6655552235707457,200,0.001339115709054324,147,116,0.04531430541153686,relu,0.7,0.15,0.09248992357705546,10,49,SGD,D0p1I
"[0.5473684210526316,0.6688549690709618]",0.6688549690709618,200,0.1480190248067996,29,192,0.0188153861591012,elu,0.7,0.15,0.0011231317116377952,5,35,adam,cfl4B
"[0.5839598997493735,0.7041788058614251]",0.7041788058614251,200,0.07623668756887124,36,97,0.023735125605952215,elu,0.7,0.15,0.0055552447354186235,30,41,adam,pieDm
"[0.5047619047619047,0.6386776377217555]",0.6386776377217555,200,0.17289758012388098,71,88,0.03971632065746603,elu,0.7,0.15,0.00031125593292256795,5,60,adam,YwDJK
"[0.5218045112781955,0.6795313376316666]",0.6795313376316666,200,0.015755139055815298,22,107,0.00026370571913782864,relu,0.7,0.15,0.01630026606746046,100,37,adam,Rw0gg
"[0.4776942355889725,0.6630825908375251]",0.6630825908375251,200,0.1268919100603043,58,152,0.03310814878176474,elu,0.7,0.15,0.002323296562637672,70,57,adam,jW5KN
"[0.5,0.6649632005869197]",0.6649632005869197,200,0.22281810207843575,85,120,0.06458474809061848,elu,0.7,0.15,0.3270144413882113,5,43,SGD,nr2kh
"[0.5699248120300753,0.4816577265184076]",0.4816577265184076,200,0.1061508311454803,94,27,0.012725145423446202,tanh,0.7,0.15,1.023000864141558e-06,100,48,adam,NB3cs
"[0.4348370927318296,0.5227001069660613]",0.5227001069660613,200,0.2551814825151606,139,47,0.0599167755072522,elu,0.7,0.15,0.49441672236767215,70,52,adam,ypoC3
"[0.7035087719298245,0.6516262443481008]",0.6516262443481008,200,0.19330180753496218,117,139,0.007954010041286642,relu,0.7,0.15,0.11546563014427058,10,45,adam,hjoYD
"[0.4288220551378446,0.7021813143634775]",0.7021813143634775,200,0.14275547459266408,43,102,0.014919296129814075,tanh,0.7,0.15,0.024694942291507357,5,23,adam,bYxUa
"[0.5045112781954888,0.701231986440715]",0.701231986440715,200,0.21268082606112254,13,133,0.02853815335389594,elu,0.7,0.15,0.003503839851916009,5,50,adam,YKPJd
"[0.5699248120300753,0.6204912346953169]",0.6204912346953169,200,0.3081790402779919,178,112,0.03544296534778998,tanh,0.7,0.15,0.006181786747293482,30,54,SGD,o6MsV
"[0.5012531328320802,0.6714851432377944]",0.6714851432377944,200,0.15610047328397986,50,92,0.08316496940965229,elu,0.7,0.15,0.009709872139802882,100,38,adam,o1Drk
"[0.4987468671679198,0.7324207654102697]",0.7324207654102697,200,0.18014149633945004,122,53,0.010941573646779711,tanh,0.7,0.15,0.013731898561981537,70,55,adam,VHrct
"[0.33533834586466166,0.6243907519872256]",0.6243907519872256,200,0.023245758183274345,98,86,0.005910368106112531,tanh,0.7,0.15,0.06418849495955856,5,59,adam,JmQNI
"[0.506766917293233,0.7172406045751634]",0.7172406045751634,200,0.09063358828029587,76,77,0.021076049056746402,elu,0.7,0.15,0.0008199259764640164,100,42,adam,QZfTQ
"[0.5105263157894737,0.48702387241790834]",0.48702387241790834,200,0.3187269927599221,112,11,0.04933409043478133,relu,0.7,0.15,0.03839720736040382,70,57,adam,DAzq9
"[0.6441102756892232,0.5725388172510384]",0.5725388172510384,200,0.38702409589670606,103,64,0.003070059823306581,tanh,0.7,0.15,0.00022738365480604145,5,44,SGD,bFKfL
"[0.5483709273182958,0.6507241295528476]",0.6507241295528476,200,0.24366086142572624,92,83,0.05557086567352666,elu,0.7,0.15,2.7851025150988993e-05,10,63,adam,SfIHu
"[0.5268170426065163,0.5120422403104292]",0.5120422403104292,200,0.04462719987475233,126,69,0.030613804098060388,tanh,0.7,0.15,2.7556913969649504e-06,30,32,adam,rtTK0
"[0.48972431077694234,0.693022713040848]",0.693022713040848,200,0.0720905878341029,53,124,0.017663108403017446,elu,0.7,0.15,0.01939949029460307,5,47,adam,XHMBz
"[0.6005012531328321,0.4998184678074108]",0.4998184678074108,200,0.11914734325880719,66,57,0.025105752739028306,tanh,0.7,0.15,1.2726157550217003e-05,100,61,adam,xvx8P
"[0.6822055137844613,0.5828149218381421]",0.5828149218381421,200,0.06271766565008823,170,97,0.03832254213950766,elu,0.7,0.15,0.19349229177348148,70,28,adam,xO9Fb
"[0.5553884711779449,0.6448641617732925]",0.6448641617732925,200,0.13509333448745392,80,32,0.02283455510787983,relu,0.7,0.15,0.0027102318291519706,5,41,SGD,m4r7R
"[0.5518796992481203,0.6850991462005649]",0.6850991462005649,200,0.16490148701434884,88,106,0.013664344272274266,tanh,0.7,0.15,0.007688935062089842,100,34,adam,BUeIC
"[0.48020050125313285,0.6987917563280373]",0.6987917563280373,200,0.08631995321066196,40,73,0.009438362505666967,elu,0.7,0.15,0.000576670265666645,70,70,adam,mYFtT
"[0.5117794486215539,0.6328165772888102]",0.6328165772888102,200,0.054943671249994774,28,40,0.051661064453012134,tanh,0.7,0.15,0.0015383132153773357,5,39,adam,nmJWj
"[0.5323308270676692,0.6404902693931485]",0.6404902693931485,200,0.23018582040705626,134,79,0.04377086355967329,elu,0.7,0.15,0.00017045800179933234,30,53,adam,ZFJ8b
"[0.5,0.5896399635408465]",0.5896399635408465,200,0.0076216000471410715,106,60,0.08870899065238208,tanh,0.7,0.15,0.004835780104097891,10,67,adam,Zx6sp
"[0.4867167919799499,0.703330632216081]",0.703330632216081,200,0.02956505825566231,145,128,0.006322998157965828,elu,0.7,0.15,0.04637110705986263,5,51,SGD,lJH3N
"[0.5288220551378446,0.6693200546653167]",0.6693200546653167,200,0.18780268738964057,62,93,0.027423753868104576,relu,0.7,0.15,0.00043522045580526354,100,25,adam,HPE06
"[0.4784461152882205,0.6855631365520314]",0.6855631365520314,200,0.1130343382276299,10,143,0.00032652681601324195,tanh,0.7,0.15,0.07739405812786126,70,46,adam,OW0wz
"[0.5508771929824562,0.7469719638936236]",0.7469719638936236,200,0.27642905887391755,164,155,0.018823117839941735,elu,0.7,0.15,0.0011057102181566073,5,48,adam,d1gIp
"[0.4654135338345865,0.6839102541534581]",0.6839102541534581,200,0.08169527777289148,157,16,0.036043630634842685,tanh,0.7,0.15,0.13785410912484033,100,59,adam,DnyIC
"[0.4902255639097744,0.7426464352442494]",0.7426464352442494,200,0.20287060218438246,16,35,0.011697355418713876,elu,0.7,0.15,0.012600004885247254,70,56,adam,dv3RD
"[0.4827067669172932,0.7095957062948235]",0.7095957062948235,200,0.21929157944288352,83,110,0.021342018784989456,tanh,0.7,0.15,0.030946582814795825,5,69,SGD,xEAT8
"[0.5849624060150376,0.7266174485988728]",0.7266174485988728,200,0.2884386663290041,130,44,0.004042807299792207,elu,0.7,0.15,0.0018791030811916647,10,36,adam,PbtUq
"[0.5,0.5928401292805199]",0.5928401292805199,200,0.10357555055652884,117,118,0.03156349518882138,relu,0.7,0.15,0.021493534584511993,5,50,adam,J9lSB
"[0.5654135338345865,0.6343440709617181]",0.6343440709617181,200,0.01707967873077046,74,21,0.016708987117895032,tanh,0.7,0.15,0.003581470503671888,30,30,adam,Zwwf6
"[0.48621553884711777,0.6552119049313679]",0.6552119049313679,200,0.0011442316909488666,70,168,0.00834498686653335,elu,0.7,0.15,0.00028890684344917597,100,63,adam,N2k0N
"[0.5057644110275689,0.7199480095068331]",0.7199480095068331,200,0.12549264635755347,57,50,0.025935893960245246,tanh,0.7,0.15,0.009314218986569214,70,43,adam,BQWxO
"[0.5283208020050126,0.6469488767869019]",0.6469488767869019,200,0.03978359826454904,46,100,0.029367024494602646,elu,0.7,0.15,0.006884345147951867,5,66,SGD,txZCQ
"[0.6223057644110276,0.6903264705232519]",0.6903264705232519,200,0.1604225272685214,151,89,0.07134107478717952,tanh,0.7,0.15,0.0024537918435516585,100,52,adam,YHPqH
"[0.5393483709273184,0.7351960784313725]",0.7351960784313725,200,0.14283400029537352,101,148,0.014281274867435774,elu,0.7,0.15,0.0008954093886315883,70,58,adam,BCoMs
"[0.4967418546365915,0.6970560970642249]",0.6970560970642249,200,0.05089274061464919,35,65,0.002474739738687273,relu,0.7,0.15,5.222762536133863e-05,5,61,adam,Hzuko
"[0.5,0.6291297699399305]",0.6291297699399305,200,0.17097107109312548,21,76,0.041176645796728154,tanh,0.7,0.15,0.055150729772279174,10,53,adam,GWKGd
"[0.5092731829573934,0.6255197254546001]",0.6255197254546001,200,0.1823419016504095,123,68,0.03376550652870311,elu,0.7,0.15,0.25029165975480827,30,54,adam,jMJlD
"[0.5974937343358396,0.5733413415100789]",0.5733413415100789,200,0.2586749649162501,141,86,0.04685257031994708,tanh,0.7,0.15,0.00011876195794903593,5,45,SGD,RjCWu
"[0.3401002506265664,0.6154223741176627]",0.6154223741176627,200,0.19345810115974882,92,82,0.023847422684316524,elu,0.7,0.15,0.3967049438348482,50,39,adam,RyH96
"[0.4897243107769424,0.7005820813173754]",0.7005820813173754,200,0.07154460563390987,198,162,0.02057063573105873,tanh,0.7,0.15,0.004448161393847027,100,49,adam,EiWJJ
"[0.525062656641604,0.636609327640754]",0.636609327640754,200,0.2359709049994982,109,114,1.7816519833596667e-05,elu,0.7,0.15,0.08698524248100453,70,64,adam,RZZYc
"[0.5142857142857145,0.6986091028854187]",0.6986091028854187,200,0.1321495030693294,78,137,0.011065906672946643,tanh,0.7,0.15,0.0013944567278512542,5,57,adam,rOpC2
"[0.54937343358396,0.7011764705882353]",0.7011764705882353,200,0.1516627517266789,27,60,0.0073801267776314565,relu,0.7,0.15,0.0006494786422635893,100,22,adam,GvjOk
"[0.5273182957393484,0.6690249082893177]",0.6690249082893177,200,0.10862609959029279,31,27,0.015540432962780426,elu,0.7,0.15,0.02818055610810641,70,68,SGD,MI1nh
"[0.5,0.6194237074305565]",0.6194237074305565,200,0.06118756403298961,113,54,0.026694268701952916,tanh,0.7,0.15,0.011124144445696236,5,47,adam,Iw0ve
"[0.5208020050125313,0.6920961718020541]",0.6920961718020541,200,0.20599045267926294,98,102,0.017326327829249855,elu,0.7,0.15,0.0004408236141433133,10,37,adam,T251H
"[0.5,0.6236300611767003]",0.6236300611767003,200,0.33931537863666084,50,94,0.03717077581589911,tanh,0.7,0.15,0.01843792976583744,30,55,adam,JNpyB
"[0.5796992481203008,0.7136407893651899]",0.7136407893651899,200,0.02690863799842662,85,122,0.09948767716596257,elu,0.7,0.15,0.10948960415775146,50,62,adam,W4Aat
"[0.49072681704260657,0.737903266878599]",0.737903266878599,200,0.0997924174671442,63,105,0.00519801902373317,relu,0.7,0.15,0.0029230062371221957,5,33,adam,BdvtY
"[0.5629072681704261,0.600560557769014]",0.600560557769014,200,0.24849243750975075,18,38,0.012849084937467291,tanh,0.7,0.15,0.005594570534975583,100,40,SGD,rHuZS
"[0.5385964912280702,0.6614711016371358]",0.6614711016371358,200,0.21591860301370366,54,173,0.009779020032660046,elu,0.7,0.15,0.01542049009811748,70,51,adam,d5n08
"[0.5147869674185463,0.7507644917861637]",0.7507644917861637,200,0.3759496890613012,136,74,0.03128316003362712,tanh,0.7,0.15,0.0019197626660734134,5,60,adam,aPPpF
"[0.4882205513784461,0.6956188415396524]",0.6956188415396524,200,0.2674170828693008,37,80,0.01929540543256335,elu,0.7,0.15,0.052689826171938396,100,42,adam,ntGDo
"[0.569423558897243,0.6126871111270088]",0.6126871111270088,200,0.09391988867325207,43,45,0.02254146309483923,tanh,0.7,0.15,7.137730011948032e-05,70,44,adam,TauA6
"[0.44661654135338347,0.6581474191397827]",0.6581474191397827,200,0.1221548293940971,105,109,0.0020956575184169646,elu,0.7,0.15,0.034990166221024306,5,26,adam,tjgwg
"[0.5105263157894736,0.6447290290914283]",0.6447290290914283,200,1.1552824715915094e-05,89,130,0.06697246478162135,relu,0.7,0.15,0.18551284132048468,10,70,SGD,tEpJ6
"[0.4228070175438597,0.7279393052767666]",0.7279393052767666,200,0.07989623397854158,119,51,0.042611455453057785,tanh,0.7,0.15,0.008257646046728533,30,35,adam,gSQS9
"[0.49223057644110285,0.7239147642862813]",0.7239147642862813,200,0.011087446656719385,13,90,0.015192487349767863,elu,0.7,0.15,0.00022781578344413064,50,19,adam,zOOkb
"[0.5298245614035088,0.6877749152021952]",0.6877749152021952,200,0.03896897752141293,181,71,0.028656045778080088,tanh,0.7,0.15,0.0003537832089682963,5,65,adam,ipD3y
"[0.5283208020050125,0.7123559398336895]",0.7123559398336895,200,0.13918315591166786,70,64,0.0245048319443713,elu,0.7,0.15,0.001174624441135663,100,47,adam,iWS9l
"[0.5012531328320802,0.662879767291532]",0.662879767291532,200,0.17826887794328952,81,97,0.06295750527531696,tanh,0.7,0.15,0.004158221491376679,70,56,adam,T086u
"[0.5538847117794485,0.5882433579492403]",0.5882433579492403,200,0.16574193783607868,190,85,0.03998432843623298,elu,0.7,0.15,0.0001560155794496134,5,49,SGD,ouTgk
"[0.5032581453634085,0.6706074819962566]",0.6706074819962566,200,0.1486365346638009,128,58,0.03305722828502734,relu,0.7,0.15,0.0007867586987781017,100,41,adam,QXh25
"[0.43909774436090226,0.6847298124293577]",0.6847298124293577,200,0.1882846210149347,98,29,0.005419334991405956,tanh,0.7,0.15,0.003398829408566443,70,65,adam,Jf3gl
"[0.5037593984962406,0.7010293160232843]",0.7010293160232843,200,0.21276779973061233,110,38,0.011598668565596527,tanh,0.7,0.15,0.00636406131597835,70,68,adam,uDW58
"[0.5228070175438596,0.7480478345184227]",0.7480478345184227,200,0.19943117766738502,93,22,0.008967799129550156,tanh,0.7,0.15,0.013072765469310653,70,67,adam,ltW5r
"[0.5719298245614035,0.6952284663865547]",0.6952284663865547,200,0.1838588383611328,115,43,0.003624914588725249,tanh,0.7,0.15,0.0015749627961871959,70,66,adam,E5pUm
"[0.5644110275689224,0.6963651989135735]",0.6963651989135735,200,0.2273208862269161,132,18,0.013852052932987238,tanh,0.7,0.15,0.0023036318308226563,70,64,adam,cRvf9
"[0.49373433583959897,0.7424129640337707]",0.7424129640337707,200,0.24280692330095482,100,26,0.007364697149746429,tanh,0.7,0.15,0.023285334444018813,70,69,adam,usp0u
"[0.48421052631578954,0.7227864583333334]",0.7227864583333334,200,0.1731978358872893,105,32,0.000932570474684466,tanh,0.7,0.15,0.004231235278673934,70,58,adam,Z5Icd
"[0.506265664160401,0.677679475130133]",0.677679475130133,200,0.20806468712890652,96,47,0.018281348883451964,tanh,0.7,0.15,0.0005590559053485385,70,62,adam,A09U2
"[0.5112781954887218,0.6692206000121985]",0.6692206000121985,200,0.18810932394783245,87,14,0.004034974528793698,tanh,0.7,0.15,0.011379485030894617,70,60,adam,QMFE0
"[0.5147869674185465,0.6501002275910365]",0.6501002275910365,200,0.1633574517182197,123,34,0.020833368231920106,tanh,0.7,0.15,0.005077950942907668,70,64,adam,p2Oja
"[0.5162907268170425,0.7330581086601307]",0.7330581086601307,200,0.19911184298596377,118,11,0.010568028225091213,tanh,0.7,0.15,0.017654317230496843,70,54,adam,mtkpc
"[0.5353383458646617,0.7234316260190928]",0.7234316260190928,200,0.1533923232758673,74,55,0.01644421923920199,tanh,0.7,0.15,0.007962792111830883,70,66,adam,zS0TZ
"[0.512781954887218,0.7232931444611023]",0.7232931444611023,200,0.22301868176383605,108,50,0.0067565045977437035,tanh,0.7,0.15,0.0010656207464045755,70,70,adam,hpd6N
"[0.4511278195488722,0.7144487538605185]",0.7144487538605185,200,0.19303974080356578,67,37,6.023761234263958e-05,tanh,0.7,0.15,0.04259149887972617,70,60,adam,qf7s2
"[0.5293233082706768,0.70221544537334]",0.70221544537334,200,0.23807931835824275,101,61,0.013967865899056964,tanh,0.7,0.15,0.07205800166293302,70,61,adam,e2YZ7
"[0.5172932330827068,0.6906676003734827]",0.6906676003734827,200,0.13246227000628646,78,71,0.008922155551966494,tanh,0.7,0.15,0.0035699621464553473,5,63,adam,DQahj
"[0.49072681704260657,0.745161833672863]",0.745161833672863,200,0.1589691355631865,125,67,0.02171040880067717,tanh,0.7,0.15,0.0026373458598690446,10,59,adam,IInPF
"[0.4764411027568922,0.7435262764653928]",0.7435262764653928,200,0.25241835280277025,95,40,0.019273959745799117,tanh,0.7,0.15,0.03133138723387763,30,52,adam,pW0qG
"[0.544360902255639,0.736615225965555]",0.736615225965555,200,0.11776889683007868,60,75,0.012270444801076738,tanh,0.7,0.15,0.0065831769184138385,70,68,adam,vACmz
