batch_size,epochs,regularization,reward,layer_2,activation,intermediate,layer_1,test_frac,trialJobId,train_frac,dropout,learning_rate,optimizer,preweight
5,200,0.022027746477551288,0.9975379041248607,167,elu,"[0.9833333333333332,0.9975379041248607]",81,0.15,nFAWH,0.7,0.2505166030008015,0.005698017179643382,adam,35
100,200,0.011545693307638227,0.9918678825711493,160,elu,"[0.9851190476190477,0.9918678825711493]",101,0.15,tvp0E,0.7,0.2567057999232573,0.010138313262619426,adam,38
5,200,0.02380176077113071,0.9231162464985994,135,elu,"[0.9235119047619047,0.9231162464985994]",82,0.15,USO1i,0.7,0.12119106868830905,1.0809854164380295e-06,adam,21
70,200,0.021198125102279856,0.9930275119617225,151,elu,"[0.9845238095238095,0.9930275119617225]",120,0.15,Jfwrt,0.7,0.35248199832490307,0.004962374727860339,adam,11
5,200,0.006891814859205883,0.9951395730706075,163,tanh,"[0.9875,0.9951395730706075]",141,0.15,eL1EQ,0.7,0.2487606324483796,0.0024448086997664016,adam,27
5,200,0.018961737209987884,0.9907851568721133,146,relu,"[0.9830357142857145,0.9907851568721133]",91,0.15,Yhw1w,0.7,0.3314284446854032,0.00022894265584522236,adam,32
5,200,0.026654211049475886,0.992397478321591,167,elu,"[0.9803571428571429,0.992397478321591]",61,0.15,Pmt9E,0.7,0.2830340676111804,0.014435779173117705,adam,24
10,200,0.032956484970775725,0.9879020958875768,140,elu,"[0.9779761904761906,0.9879020958875768]",98,0.15,n5Dqg,0.7,0.23677976092750203,0.0031627053710301676,adam,36
5,200,0.001116898949620384,0.9895370914442312,156,relu,"[0.8555059523809525,0.9895370914442312]",57,0.15,AWpSL,0.7,0.2761174574393924,0.0646972849798246,adam,28
50,200,0.015360633031217853,0.9948352471498539,130,elu,"[0.9827380952380953,0.9948352471498539]",72,0.15,zIOph,0.7,0.34152210101138303,0.00173171328426435,adam,18
100,200,0.02183132311054602,0.9337608926924421,174,elu,"[0.9404761904761905,0.9337608926924421]",95,0.15,WYtYV,0.7,0.16649587867312304,0.0056616412634722686,SGD,35
5,200,0.010158956693198048,0.9787198696481575,197,tanh,"[0.9821428571428573,0.9787198696481575]",126,0.15,p0TGA,0.7,0.21507024592040544,0.00013854040917416171,adam,13
70,200,0.012514426596875796,0.9842287537024379,121,relu,"[0.9818452380952382,0.9842287537024379]",111,0.15,A3HwU,0.7,0.18013111170026003,0.003880391954105358,adam,37
5,200,0.02862186678063602,0.9913119352767683,186,elu,"[0.9690476190476189,0.9913119352767683]",68,0.15,eJgxX,0.7,0.3044165369035474,0.042483083531110376,adam,25
10,200,0.024771560558493725,0.9902008235373684,191,relu,"[0.9755952380952382,0.9902008235373684]",80,0.15,wrJDI,0.7,0.3635881083046745,0.01100194762810891,adam,41
5,200,0.003366612715930771,0.9839805194805195,117,elu,"[0.9851190476190477,0.9839805194805195]",54,0.15,AyOTd,0.7,0.19850787158884584,0.026411585814843843,SGD,33
5,200,0.017144812430354636,0.9810070689394959,147,elu,"[0.9886904761904762,0.9810070689394959]",183,0.15,Zhbiz,0.7,0.22545381402437822,0.00031854300807150924,adam,40
50,200,0.02018202729845173,0.9852130325814535,152,tanh,"[0.9836309523809523,0.9852130325814535]",63,0.15,u1nha,0.7,0.3468821731001516,0.0012180963649433033,adam,68
5,200,0.03685917914644171,0.9924214764275616,108,relu,"[0.9830357142857145,0.9924214764275616]",90,0.15,tHORD,0.7,0.31661943644574203,0.00046785565937314407,adam,29
30,200,0.03418226077668166,0.9701776988584768,162,elu,"[0.9848214285714285,0.9701776988584768]",84,0.15,CtOGI,0.7,0.1894265238267675,0.002041049614115133,adam,26
100,200,0.03099028391176357,0.9908302359405299,136,elu,"[0.9708333333333334,0.9908302359405299]",49,0.15,fQHyv,0.7,0.38204433732968623,0.12505507155173437,adam,63
5,200,0.007940421751992735,0.991551282051282,158,relu,"[0.987202380952381,0.991551282051282]",95,0.15,vmUJw,0.7,0.39135979679530913,0.016350594858477844,SGD,43
70,200,0.027992177547491684,0.9804900837384576,142,elu,"[0.9836309523809523,0.9804900837384576]",164,0.15,JDeLP,0.7,0.25986295698632633,0.0006566953434477595,adam,39
5,200,0.04411464496133061,0.9910830498771416,169,elu,"[0.9625,0.9910830498771416]",103,0.15,CFeab,0.7,0.35658358532829487,0.034317716730993174,adam,35
10,200,0.00510570161161716,0.9802406365564259,165,relu,"[0.975595238095238,0.9802406365564259]",76,0.15,RAlnl,0.7,0.1409882969742817,0.009223965920545689,adam,45
5,200,0.04085878323929622,0.9614688698482698,124,tanh,"[0.9297619047619048,0.9614688698482698]",156,0.15,q6C1d,0.7,0.3695298772315935,0.05189403292717946,adam,32
5,200,0.013274959761254132,0.9887474132192349,177,elu,"[0.987797619047619,0.9887474132192349]",45,0.15,ozJDg,0.7,0.29212581798258697,0.08386715588761279,SGD,24
50,200,0.022594097755317698,0.9967855892351455,131,elu,"[0.9830357142857142,0.9967855892351455]",59,0.15,L9tJ0,0.7,0.32385321015495877,0.021148480758542774,adam,31
30,200,0.02549333150223755,0.9928224791310587,185,relu,"[0.987202380952381,0.9928224791310587]",178,0.15,sL1cI,0.7,0.3318572739637679,0.006461113592534571,adam,38
5,200,0.009963642415037659,0.986031853097616,196,elu,"[0.9785714285714284,0.986031853097616]",66,0.15,ZowQD,0.7,0.24802763827912783,0.0027814931875300253,adam,48
100,200,0.03221857851217766,0.9647092019696355,138,elu,"[0.9776785714285715,0.9647092019696355]",115,0.15,D0TCO,0.7,0.310945980660827,0.000833411305797643,adam,52
5,200,0.038926237777918433,0.9921208626776338,154,relu,"[0.9806547619047619,0.9921208626776338]",143,0.15,FY53u,0.7,0.39856675162235244,0.004311155049591828,adam,42
70,200,0.016655978455242502,0.8958332241814716,96,tanh,"[0.9023809523809524,0.8958332241814716]",132,0.15,rOcbm,0.7,0.2736041951270014,0.0013895443491868723,SGD,21
5,200,0.03649292291110981,0.996245661758155,114,elu,"[0.974404761904762,0.996245661758155]",71,0.15,Jbtj2,0.7,0.2847967834192503,0.01316607828888918,adam,61
10,200,0.04592592253626685,0.9852118745821894,172,elu,"[0.9046130952380953,0.9852118745821894]",109,0.15,dYeFQ,0.7,0.21224117621623717,0.17617636650250842,adam,15
5,200,0.019326307450544783,0.9873211865148065,191,relu,"[0.9800595238095238,0.9873211865148065]",119,0.15,S4vkW,0.7,0.2979779488887459,0.002083037961934645,adam,54
5,200,0.09515023998753157,0.9771929654911373,150,elu,"[0.9654761904761905,0.9771929654911373]",35,0.15,zlEcB,0.7,0.3372953672250685,0.01806247396893769,adam,57
30,200,0.029890033277571466,0.9873189725651026,159,elu,"[0.9821428571428571,0.9873189725651026]",85,0.15,ottE3,0.7,0.3767718620203875,0.0010198391159246644,adam,27
50,200,0.014369416283678707,0.985834498378958,181,relu,"[0.9791666666666666,0.985834498378958]",52,0.15,JTEXk,0.7,0.2389101810348221,0.00735008773082234,adam,59
5,200,0.023592788676659836,0.9542995445073357,127,tanh,"[0.9544642857142858,0.9542995445073357]",105,0.15,EJXAv,0.7,0.34832916986298307,0.0005351016811257005,SGD,65
100,200,0.0544361868822905,0.9714098994587619,199,elu,"[0.976190476190476,0.9714098994587619]",151,0.15,YtJdF,0.7,0.230076408872123,0.000273068769206941,adam,70
5,200,0.03398058897564264,0.9543280990159151,144,elu,"[0.9452380952380952,0.9543280990159151]",81,0.15,GKG55,0.7,0.0436609536636291,1.7369978540335026e-06,adam,30
70,200,0.0006108769897056748,0.992985679779158,165,relu,"[0.9797619047619047,0.992985679779158]",74,0.15,i3DTw,0.7,0.09264989763534458,0.0035018583684933726,adam,37
5,200,0.042306140385212083,0.9963975120365761,177,elu,"[0.9803571428571429,0.9963975120365761]",99,0.15,OtWri,0.7,0.26306206550975997,0.005763784281748863,adam,49
10,200,0.028452826103893714,0.9489762900935803,172,elu,"[0.6376488095238095,0.9489762900935803]",197,0.15,zfiyu,0.7,0.3047056636146763,0.42334659582489476,adam,12
5,200,0.004544613194266606,0.8624798550029593,119,relu,"[0.8654761904761905,0.8624798550029593]",63,0.15,HOLmz,0.7,0.32300789511956196,0.00018420234189730244,SGD,18
5,200,0.0254189328585411,0.9957716104512364,102,tanh,"[0.9779761904761906,0.9957716104512364]",40,0.15,IC20f,0.7,0.15889837496719966,0.009809864136527353,adam,28
30,200,0.050076417300551276,0.9960073676736865,148,elu,"[0.9669642857142857,0.9960073676736865]",94,0.15,SJAuJ,0.7,0.20349306665926167,0.03364775911229569,adam,44
50,200,0.047744177004846365,0.9689467916061018,135,elu,"[0.9651785714285716,0.9689467916061018]",123,0.15,WKDl2,0.7,0.3592297948972369,3.1640270925617195e-05,adam,50
5,200,0.06268474611050438,0.9434131981245104,78,relu,"[0.5452380952380953,0.9434131981245104]",135,0.15,PRSIL,0.7,0.38697945892753893,0.06920577054211899,adam,40
100,200,0.08758825812304699,0.9783153254702309,168,elu,"[0.9767857142857143,0.9783153254702309]",10,0.15,YZKEI,0.7,0.2537601152977205,0.002685948448144882,adam,47
5,200,0.020830006950070572,0.7931583078646798,154,elu,"[0.7735119047619048,0.7931583078646798]",24,0.15,wyE9P,0.7,0.3385718427200106,6.467368632207022e-05,SGD,23
70,200,0.01834271898359962,0.9871870015948963,141,relu,"[0.9860119047619047,0.9871870015948963]",88,0.15,JOWJX,0.7,0.29026359038834876,0.001504344278598065,adam,34
5,200,0.053298009941664934,0.9915971883520603,194,tanh,"[0.9782738095238095,0.9915971883520603]",68,0.15,dGQSY,0.7,0.27977708421605274,0.004132584426247722,adam,16
5,200,0.008633766414583542,0.9922104551990707,186,elu,"[0.9662202380952382,0.9922104551990707]",113,0.15,rj4wP,0.7,0.13161905785226213,0.025930978937063157,adam,32
10,200,0.03120832852410086,0.9893095037057886,162,elu,"[0.98125,0.9893095037057886]",47,0.15,reCUz,0.7,0.3672639205901535,0.00038495709672638076,adam,53
5,200,0.0025470734595988698,0.9658016130139734,158,relu,"[0.6392857142857142,0.9658016130139734]",79,0.15,VBjLA,0.7,0.3174722344106959,0.1098388938673629,adam,46
30,200,0.038024842208525894,0.9648513320704332,107,elu,"[0.9657738095238095,0.9648513320704332]",42,0.15,ayZBU,0.7,0.2708723122509752,0.012400937221214013,SGD,36
50,200,0.04506132298204438,0.9957331709256897,175,elu,"[0.9779761904761903,0.9957331709256897]",58,0.15,j9FzH,0.7,0.2219418884908567,0.043112777653574845,adam,21
5,200,0.010893410887774669,0.9891764435242696,123,relu,"[0.9830357142857142,0.9891764435242696]",55,0.15,qBVUF,0.7,0.35103853594579437,0.0007218666026476377,adam,29
100,200,0.026988249094278577,0.9694681754928156,131,tanh,"[0.9214285714285715,0.9694681754928156]",90,0.15,PZmLv,0.7,0.329536898719326,0.227792319836257,adam,62
5,200,0.035766702744616935,0.98986717179569,91,elu,"[0.9794642857142858,0.98986717179569]",19,0.15,oe161,0.7,0.39941321402138946,0.005236780995628603,adam,35
70,200,0.016170097130668158,0.9912070608026127,189,elu,"[0.982142857142857,0.9912070608026127]",101,0.15,SFiUf,0.7,0.2415562515616114,0.00010717116072177432,adam,67
5,200,0.056726372129897076,0.9706027984053242,111,relu,"[0.9598214285714285,0.9706027984053242]",127,0.15,xlnBL,0.7,0.0679987759587915,0.0018604217596303843,SGD,19
5,200,0.04061351620112764,0.9888792825569309,183,elu,"[0.9824404761904761,0.9888792825569309]",72,0.15,lmeQf,0.7,0.19063950529630683,0.0010631074670910757,adam,25
10,200,0.022440539044645717,0.9932767933109558,71,elu,"[0.9869047619047618,0.9932767933109558]",76,0.15,xhqMb,0.7,0.2977300746735317,0.01570264636201282,adam,51
5,200,0.03363743081829198,0.9628114009114862,147,relu,"[0.9377976190476192,0.9628114009114862]",84,0.15,ED9Mk,0.7,0.38163862889072364,5.4309195045402295e-06,adam,42
30,200,0.012830717800696334,0.990854567007666,138,tanh,"[0.9886904761904762,0.990854567007666]",98,0.15,fOAp9,0.7,0.31207608040287643,0.009130274801685339,adam,55
50,200,0.007254781236237223,0.9860376275883074,200,elu,"[0.9904761904761905,0.9860376275883074]",14,0.15,TrgPL,0.7,0.3591826942709323,0.003246345231250258,adam,38
5,200,0.02935918884843448,0.9811640888239352,84,elu,"[0.9803571428571427,0.9811640888239352]",107,0.15,pyjgf,0.7,0.34308975968400235,0.022234779319150334,SGD,33
100,200,0.052142585852323356,0.9869023575998142,169,relu,"[0.9800595238095239,0.9869023575998142]",27,0.15,l6mfm,0.7,0.26026463257220145,0.006935599678177941,adam,39
5,200,0.07688861276229103,0.953720022043149,151,elu,"[0.962202380952381,0.953720022043149]",60,0.15,c1f2p,0.7,0.11678868838622009,1.1291429641521695e-05,adam,58
70,200,0.024023494639817303,0.9897255976889845,155,elu,"[0.9770833333333332,0.9897255976889845]",46,0.15,cg8lb,0.7,0.3726069902575002,0.05414727043197348,adam,45
5,200,0.0146983359993134,0.9263206514623935,134,relu,"[0.5883928571428572,0.9263206514623935]",34,0.15,O34i2,0.7,0.17156621728492744,0.30635473917519923,adam,30
5,200,0.04350873970106227,0.9915992739634044,163,tanh,"[0.9833333333333334,0.9915992739634044]",66,0.15,Jmyj2,0.7,0.28448711206310356,0.00015099391565582808,adam,26
10,200,4.301709392124861e-05,0.9757802457767257,99,elu,"[0.9678571428571429,0.9757802457767257]",138,0.15,oPk2x,0.7,0.3056096660733952,0.002302841757321552,SGD,41
5,200,0.01807429800501255,0.9948256854155184,179,elu,"[0.9875,0.9948256854155184]",118,0.15,qyIQI,0.7,0.23223009452997145,0.000543099944677463,adam,60
30,200,0.026720397116799473,0.9895248081498076,127,relu,"[0.9791666666666667,0.9895248081498076]",94,0.15,nUyjz,0.7,0.24829587057664573,0.03369345195885702,adam,48
50,200,0.03243994356581943,0.9859542077700645,144,elu,"[0.9821428571428571,0.9859542077700645]",80,0.15,hhCTc,0.7,0.32738534796730345,0.001270031623414911,adam,24
5,200,0.03948629370232397,0.960252832151258,194,elu,"[0.7285714285714285,0.960252832151258]",172,0.15,ZAQGu,0.7,0.2739702973316233,0.14252591397879277,adam,64
100,200,0.047267174328014014,0.9823399407609934,115,relu,"[0.9842261904761905,0.9823399407609934]",69,0.15,A8lRD,0.7,0.3918920700706867,0.005194325791077925,adam,56
5,200,0.06464785134569064,0.9913934120004135,159,tanh,"[0.9761904761904763,0.9913934120004135]",53,0.15,M8Ljt,0.7,0.20572049618610835,0.07744932121613007,SGD,28
5,200,0.035026763994398746,0.9756642196390756,173,elu,"[0.9729166666666667,0.9756642196390756]",131,0.15,SxIog,0.7,0.1518765714352902,1.7714939990340038e-05,adam,69
70,200,0.0208347751854879,0.9948931311000276,166,elu,"[0.9830357142857142,0.9948931311000276]",88,0.15,qxMps,0.7,0.29040298619008315,0.011186691209045925,adam,14
5,200,0.03765698206182418,0.983930702220176,183,relu,"[0.9827380952380953,0.983930702220176]",37,0.15,nCGfV,0.7,0.3372735976351035,0.0008728088501478493,adam,40
10,200,0.05970179667675598,0.9975446480166159,177,elu,"[0.9797619047619047,0.9975446480166159]",49,0.15,k1hVa,0.7,0.32003927102276636,0.00407663472540736,adam,44
10,200,0.06689251957332001,0.9860416265874286,189,elu,"[0.9797619047619047,0.9860416265874286]",49,0.15,HZ2dL,0.7,0.36548961892572,0.00022434975156780936,adam,42
10,200,0.07309355247730616,0.9904126486853423,200,elu,"[0.9788690476190476,0.9904126486853423]",76,0.15,g78yd,0.7,0.351611312556223,0.0016935764071194024,adam,37
10,200,0.059707734897101274,0.9623217703349283,195,relu,"[0.9645833333333333,0.9623217703349283]",42,0.15,YdXZO,0.7,0.399780226526427,0.0040949047301648885,SGD,44
10,200,0.07823941661894457,0.9784192078732838,186,tanh,"[0.9675595238095237,0.9784192078732838]",65,0.15,WN8ji,0.7,0.3771487644303721,4.542494318090642e-05,adam,46
10,200,0.08207638635418722,0.970427559912854,179,elu,"[0.9761904761904763,0.970427559912854]",62,0.15,sHtqa,0.7,0.31377004939017894,0.0003138907304242362,adam,43
10,200,0.055219407080482806,0.989596388398723,176,elu,"[0.9702380952380952,0.989596388398723]",57,0.15,oKyjx,0.7,0.38563469281677265,0.019560440775683235,adam,35
10,200,0.0799111882994013,0.9846610303200831,169,relu,"[0.9794642857142858,0.9846610303200831]",71,0.15,pylYx,0.7,0.3458574050519116,0.0004440949460534403,adam,39
10,200,0.06095425357106501,0.9917924574402279,191,elu,"[0.974702380952381,0.9917924574402279]",83,0.15,SiqOZ,0.7,0.32426790461327337,0.007697314291848763,adam,31
10,200,0.06881155264209327,0.9759216005730602,184,elu,"[0.9714285714285713,0.9759216005730602]",31,0.15,jHYhO,0.7,0.1819246087188523,0.012739782574094208,SGD,47
30,200,0.0856224289989916,0.9795955741201745,197,relu,"[0.9776785714285714,0.9795955741201745]",103,0.15,AnMRQ,0.7,0.35782410620350164,0.0006713579959143494,adam,33
10,200,0.0703891810939124,0.985188489579261,175,tanh,"[0.9699404761904763,0.985188489579261]",51,0.15,jAr2j,0.7,0.30248110688591573,0.02658677166742406,adam,37
10,200,0.0582793016239846,0.9830787005877866,15,elu,"[0.9773809523809522,0.9830787005877866]",60,0.15,mQr9i,0.7,0.36769086143863117,0.0025558684272768174,adam,10
10,200,0.09155824498231152,0.9892236334612203,161,elu,"[0.9735119047619047,0.9892236334612203]",76,0.15,D8yLe,0.7,0.3353820542150883,0.0010673853133222361,adam,49
10,200,0.07141345753157188,0.9923399279823675,156,relu,"[0.9732142857142858,0.9923399279823675]",112,0.15,yJAI9,0.7,0.26767136549980375,0.0156649052103394,adam,36
10,200,0.0751236419656967,0.9871733665595558,153,elu,"[0.9758928571428573,0.9871733665595558]",16,0.15,qzQnr,0.7,0.2802581250592212,0.0033435788103918893,adam,51
5,200,0.04259368626812514,0.9959679566371944,141,elu,"[0.9821428571428571,0.9959679566371944]",23,0.15,wRg20,0.7,0.2961642523147114,0.005121464124789725,adam,52
50,200,0.04908453699176286,0.9940221302069396,166,elu,"[0.981547619047619,0.9940221302069396]",28,0.15,xeqVw,0.7,0.32128246291510176,0.008932305036304508,adam,54
5,200,0.05184671250053746,0.9815400524547112,150,elu,"[0.9773809523809524,0.9815400524547112]",46,0.15,FFUyz,0.7,0.26203360089374433,0.00203094742628765,adam,45
5,200,0.062106159821207235,0.9891305225576325,170,elu,"[0.9744047619047619,0.9891305225576325]",36,0.15,BrfGJ,0.7,0.3129473263059708,0.007255972969608077,adam,48
100,200,0.06406429640350014,0.9779769358303799,145,elu,"[0.9758928571428571,0.9779769358303799]",41,0.15,xqBGM,0.7,0.252225713390621,0.0014604378464038383,adam,41
5,200,0.05039595886302576,0.9921248605728239,162,elu,"[0.9800595238095238,0.9921248605728239]",55,0.15,fihv0,0.7,0.3301998986490927,0.003041327766538735,adam,43
10,200,0.056825822267897286,0.9891293652290631,179,elu,"[0.9767857142857143,0.9891293652290631]",90,0.15,HswVi,0.7,0.3030345999350241,0.004253312196528636,adam,50
70,200,0.06769851058288343,0.984657446101157,172,elu,"[0.975297619047619,0.984657446101157]",68,0.15,OlcMn,0.7,0.28972006775102427,0.038617047175902315,adam,53
5,200,0.03084072745840199,0.9906762627791,157,elu,"[0.9803571428571429,0.9906762627791]",50,0.15,xQc4Q,0.7,0.3425365242261482,0.006019998778568583,adam,46
5,200,0.024862392893197135,0.9976679629401952,187,elu,"[0.9854166666666666,0.9976679629401952]",19,0.15,XzEho,0.7,0.22545821276320982,0.010074099468135379,adam,57
5,200,0.01044020151119766,0.9918896410542721,187,elu,"[0.9791666666666666,0.9918896410542721]",22,0.15,PDnB4,0.7,0.19803100587598937,0.01951115738525566,adam,38
30,200,0.022866212767138763,0.9857069515738246,192,elu,"[0.9854166666666666,0.9857069515738246]",86,0.15,JwkcW,0.7,0.21590200253783584,0.0100325385335203,adam,57
10,200,0.019097235573298007,0.9887297659664906,182,elu,"[0.9836309523809523,0.9887297659664906]",81,0.15,SXkKY,0.7,0.2219670782168295,0.014176271746377957,adam,55
50,200,0.006100731463200882,0.9851357121971814,199,elu,"[0.987202380952381,0.9851357121971814]",73,0.15,gQA74,0.7,0.16318923591745588,0.061224226945706416,adam,59
5,200,0.025382033955217296,0.9868498964803312,189,elu,"[0.9818452380952382,0.9868498964803312]",62,0.15,JkCdO,0.7,0.1870052944310837,0.002112516781619773,adam,32
100,200,0.016510942851391933,0.9914916419098627,177,elu,"[0.9770833333333332,0.9914916419098627]",97,0.15,f9cxT,0.7,0.20805082014149792,0.1022290065961882,adam,34
5,200,0.014127506803585089,0.9906255235992077,194,elu,"[0.9842261904761905,0.9906255235992077]",30,0.15,aP4SC,0.7,0.24276477897832555,0.002775322347299302,adam,44
70,200,0.011593289865671992,0.9952304081067851,167,elu,"[0.9866071428571429,0.9952304081067851]",64,0.15,KYUGC,0.7,0.2274289735286714,0.04681691065595669,adam,49
5,200,0.028134042036611066,0.9903514946110695,184,elu,"[0.9866071428571429,0.9903514946110695]",53,0.15,NlhaH,0.7,0.14415941053963102,0.0040947348569188744,adam,61
