,learning_rate,batch_size,dropout,optimizer,activation,regularization,layer_1,layer_2,train_frac,test_frac,epochs,mean_val_nni,std_val_nni,mean_test_nni,std_test_nni
mxObX,0.10370949075223922,10.0,0.11927819587939839,SGD,tanh,7.398020017088984e-05,108.0,106.0,0.7,0.15,200.0,0.5727188700877723,0.06013040552826189,-1,-1
vISkG,0.07096330420195605,70.0,0.12466368057418416,adam,relu,7.684601324496887e-05,96.0,98.0,0.7,0.15,200.0,0.5447286527250645,0.0578943424235167,-1,-1
N8BC4,0.38079012785420363,30.0,0.029397413045891906,SGD,relu,9.107789194968147e-05,119.0,145.0,0.7,0.15,200.0,0.5821118145533117,0.09638840641547847,-1,-1
OqLJz,0.0002038917680176444,5.0,0.04628247163517897,SGD,elu,9.74786458898735e-05,131.0,82.0,0.7,0.15,200.0,0.4834343863508903,0.03138893160914565,-1,-1
Omr31,0.22453897108798346,100.0,0.042560248328406144,SGD,relu,5.879857323865674e-05,143.0,183.0,0.7,0.15,200.0,0.6007043955271429,0.03091565183530312,-1,-1
njen3,0.02213384862761323,5.0,0.14421449624734287,SGD,tanh,8.079589050958853e-05,87.0,165.0,0.7,0.15,200.0,0.5786458294766621,0.052358096820173824,-1,-1
plxeX,0.4937858485152488,10.0,0.10978385818026208,SGD,relu,8.699733711880692e-05,114.0,149.0,0.7,0.15,200.0,0.6151731919387324,0.03324276744648904,-1,-1
bMXFA,0.1326337120646795,5.0,0.05193693155938281,SGD,relu,4.625662754694919e-07,123.0,112.0,0.7,0.15,200.0,0.5743126086939088,0.03850160559417629,-1,-1
KNEzf,0.29499946650746256,30.0,0.11425347075722392,SGD,elu,6.128842977430896e-05,156.0,158.0,0.7,0.15,200.0,0.5596948919090654,0.045423461159225825,-1,-1
Okd1t,0.038336359002470906,5.0,0.1388654267302619,adam,tanh,9.533657470444976e-05,150.0,93.0,0.7,0.15,200.0,0.48244535158667895,0.034685935572618384,-1,-1
qlS8P,0.15736414198166682,50.0,0.12900939680796406,SGD,relu,6.47886321633968e-05,110.0,179.0,0.7,0.15,200.0,0.5899574174102074,0.053152941522548416,-1,-1
B2tgB,0.08228635028367229,5.0,0.022072045374206206,SGD,relu,5.242625183496269e-05,44.0,137.0,0.7,0.15,200.0,0.5927620523129902,0.05471988701698654,-1,-1
eOJq4,0.05673906023508166,10.0,0.14998821795757045,SGD,elu,5.627083641060262e-05,94.0,70.0,0.7,0.15,200.0,0.5431756263602837,0.05191761732223834,-1,-1
yK5l7,0.026989855556178423,30.0,0.12489515600207478,SGD,relu,7.860453428345932e-05,100.0,123.0,0.7,0.15,200.0,0.5432115151628891,0.043588625917922584,-1,-1
vRQNQ,0.1044135790663098,70.0,0.09652011341045474,SGD,tanh,4.8645846543716405e-05,128.0,117.0,0.7,0.15,200.0,0.5364922577401872,0.007694013572538545,-1,-1
ZhzZ0,0.20395546954111732,5.0,0.035225297601178554,SGD,relu,6.98488391838265e-05,73.0,154.0,0.7,0.15,200.0,0.5560389775276864,0.026175374522257034,-1,-1
qUOl0,0.3577770876784436,100.0,0.11803111115605014,SGD,relu,4.166717999961091e-05,104.0,100.0,0.7,0.15,200.0,0.5729091680611145,0.03340099639630896,-1,-1
gzUeU,0.010398170586366426,5.0,0.02663292295621097,adam,elu,6.24155868338437e-05,138.0,104.0,0.7,0.15,200.0,0.5100311458888049,0.09833121066270951,-1,-1
BMmfe,0.48884241494299496,10.0,0.014433862190962671,SGD,tanh,7.322842330258286e-05,91.0,55.0,0.7,0.15,200.0,0.5780373115020893,0.06758439869464995,-1,-1
u9hqv,0.04702983539016343,5.0,0.10700333118572389,SGD,relu,8.513145205753841e-05,56.0,189.0,0.7,0.15,200.0,0.6226355615804058,0.07977195302215886,-1,-1
u42yZ,0.25939185296108414,30.0,0.13566351997508375,SGD,relu,6.754888906876987e-05,83.0,87.0,0.7,0.15,200.0,0.6002772255452206,0.023895008874678415,-1,-1
hfpC7,0.4971547292965545,5.0,0.061110962410895336,SGD,elu,8.968270394430161e-05,62.0,134.0,0.7,0.15,200.0,0.31988613795842713,0.0,-1,-1
suFqg,0.16782685503220943,5.0,0.12151802732155893,SGD,elu,7.107097647293911e-05,121.0,127.0,0.7,0.15,200.0,0.5697342715164118,0.09487664743073969,-1,-1
YWEtI,4.88483189142602e-06,50.0,0.1309700233595662,SGD,relu,5.4381299955413874e-05,133.0,133.0,0.7,0.15,200.0,0.5076094043542845,0.02078110143919658,-1,-1
CKJOW,0.06565385312195353,5.0,0.1417865489168723,SGD,tanh,8.904504220215656e-05,115.0,108.0,0.7,0.15,200.0,0.5589561146491085,0.05308869110208063,-1,-1
xu6Xs,0.49713983025916864,10.0,0.038392371094482014,SGD,relu,5.7908590656084144e-05,61.0,174.0,0.7,0.15,200.0,0.6539675074874541,0.04202754755442732,-1,-1
adWAZ,0.4032302930729829,10.0,0.048598603087949575,SGD,relu,5.111214045879721e-05,53.0,196.0,0.7,0.15,200.0,0.5511235969476388,0.05544100745571112,-1,-1
Y67kV,7.301408338545215e-05,10.0,0.0359179395112333,adam,elu,3.932753534192982e-05,78.0,176.0,0.7,0.15,200.0,0.5751104029108013,0.06119059497992012,-1,-1
BJfDc,0.30014842355873556,10.0,0.03184594818710505,SGD,relu,4.49037906874344e-05,40.0,186.0,0.7,0.15,200.0,0.614536656692984,0.04142302511863426,-1,-1
a1QFo,0.38114640402037553,10.0,0.03923916971906788,SGD,tanh,4.8742849040366755e-05,19.0,170.0,0.7,0.15,200.0,0.5998800892110105,0.020950774756564157,-1,-1
aTxBG,0.4877581513307038,10.0,0.061469139640000905,SGD,relu,4.688775072199699e-05,49.0,192.0,0.7,0.15,200.0,0.5805849771413357,0.05662453432934218,-1,-1
y4tmG,0.2381798465235148,10.0,0.043588373796711676,SGD,relu,5.676649385972249e-05,63.0,180.0,0.7,0.15,200.0,0.5650023410432504,0.10562186928500009,-1,-1
JySkC,0.1258054791568606,10.0,0.05615395593888101,SGD,elu,5.878872469670411e-05,46.0,166.0,0.7,0.15,200.0,0.5907433994357716,0.056480013072726605,-1,-1
WF1OO,0.0880889063440581,10.0,0.04016400478068785,SGD,tanh,5.221178469238786e-05,28.0,164.0,0.7,0.15,200.0,0.5584178049068594,0.024255504807941735,-1,-1
EuPOX,0.3013572423317382,10.0,0.01976633277508008,SGD,relu,4.295970153365984e-05,36.0,172.0,0.7,0.15,200.0,0.5614168982464139,0.11736562739407728,-1,-1
CfMqU,0.23903062737420816,10.0,0.028422934984780785,adam,relu,5.488529493764159e-05,14.0,182.0,0.7,0.15,200.0,0.5015867146065092,0.00198253326935202,-1,-1
Y6i9h,0.1766932697158881,10.0,0.04737498034189942,SGD,elu,5.8078447986392484e-05,60.0,175.0,0.7,0.15,200.0,0.539882044037691,0.0702976881515096,-1,-1
NR9Px,0.13306485856242845,10.0,0.05245255474502901,SGD,relu,6.0356606656319976e-05,70.0,200.0,0.7,0.15,200.0,0.6066979037021103,0.06542879570492492,-1,-1
rm1IQ,0.35123932067198665,10.0,0.03697636644941305,SGD,tanh,5.0887114879416366e-05,56.0,162.0,0.7,0.15,200.0,0.6098093087230894,0.05571105252172424,-1,-1
gPaAX,0.10416276950428675,10.0,0.06960456411654203,SGD,relu,3.6763098066866226e-05,67.0,194.0,0.7,0.15,200.0,0.5852547081894516,0.04149788490573212,-1,-1
lwkzm,0.003800961028351123,10.0,0.06573984936209318,SGD,relu,6.528176163218672e-05,31.0,156.0,0.7,0.15,200.0,0.5337660658162131,0.058891162928627186,-1,-1
Yuswy,0.47967767500807673,10.0,0.010084151663346804,SGD,elu,6.2017960325997e-05,21.0,167.0,0.7,0.15,200.0,0.5902559809491993,0.04895196915447845,-1,-1
HmI07,2.3968377944513277e-06,10.0,0.02398771949633417,SGD,tanh,5.349547955228231e-05,43.0,187.0,0.7,0.15,200.0,0.4804896017120126,0.032470492086260655,-1,-1
wZqys,3.2169538649739534e-05,10.0,0.03015113172952777,SGD,relu,4.5739179841170835e-05,11.0,158.0,0.7,0.15,200.0,0.48816038908610276,0.04445244873814699,-1,-1
KmGb6,0.035200894788024795,10.0,0.04488436841986763,adam,relu,4.942067603000344e-05,75.0,143.0,0.7,0.15,200.0,0.49741934276614697,0.01773318062341855,-1,-1
eAWsv,0.0011866869599641637,10.0,0.016620741667175486,SGD,elu,5.6203353750754415e-05,51.0,151.0,0.7,0.15,200.0,0.5224538168619908,0.03538793685668429,-1,-1
UVr9C,0.4912848966145726,10.0,0.07948182827207931,SGD,relu,6.405925515567459e-05,61.0,177.0,0.7,0.15,200.0,0.4974558441029366,0.1149735760030283,-1,-1
XLQgT,0.23144576848895246,70.0,0.032893588835658065,SGD,tanh,6.073967161460954e-05,23.0,147.0,0.7,0.15,200.0,0.5571404687108561,0.06445635053098128,-1,-1
oJPqN,0.0004961702407323092,30.0,0.05482681989010074,SGD,relu,6.673234808022711e-05,33.0,169.0,0.7,0.15,200.0,0.4991933822846047,0.025398903981067814,-1,-1
Yobxw,0.07692149803329171,100.0,0.06035461972588705,SGD,relu,4.769662530640569e-05,67.0,183.0,0.7,0.15,200.0,0.5247571684154936,0.06088400411587979,-1,-1
kKcY9,0.49331795645730897,10.0,0.049132802368683934,SGD,elu,3.114290647342516e-05,80.0,192.0,0.7,0.15,200.0,0.5696266865940663,0.07609860434775784,-1,-1
maEYl,0.01827150949331265,30.0,0.0385682319154944,SGD,tanh,4.416730037752717e-05,85.0,200.0,0.7,0.15,200.0,0.5815298392084107,0.09812298352494753,-1,-1
iSvge,0.15575845263191238,50.0,0.026311890790560993,adam,relu,5.30453837580932e-05,25.0,173.0,0.7,0.15,200.0,0.5025439909988066,0.021295601570317086,-1,-1
rnlkl,0.000330365495097665,10.0,0.08664015450343322,SGD,relu,4.113302150092881e-05,73.0,161.0,0.7,0.15,200.0,0.49681155098238544,0.04920103047036662,-1,-1
W2B5v,0.05870379269038727,70.0,0.00016980829794211588,SGD,elu,5.869960657049687e-05,97.0,140.0,0.7,0.15,200.0,0.5610851720066536,0.07999143999800264,-1,-1
aS611,0.2012089833467206,30.0,0.042983361938285614,SGD,relu,6.86893758416e-05,63.0,153.0,0.7,0.15,200.0,0.5657445346987278,0.09027245708064745,-1,-1
yIYo8,0.29693198310667945,10.0,0.053269337503799516,SGD,tanh,6.31988025272407e-05,90.0,148.0,0.7,0.15,200.0,0.5814462823110642,0.05969927989111245,-1,-1
Jg3HC,0.04376918793319486,100.0,0.046146492927476405,SGD,relu,5.5702545602736096e-05,77.0,188.0,0.7,0.15,200.0,0.519750972758283,0.07982476325069765,-1,-1
dS6uj,0.3840418657997693,10.0,0.020967194611664554,SGD,relu,3.4448402318997865e-05,16.0,158.0,0.7,0.15,200.0,0.596086512190661,0.03385502077031189,-1,-1
bu8uj,0.099243524763754,30.0,0.0068016767973338305,adam,elu,6.548234211349989e-05,38.0,178.0,0.7,0.15,200.0,0.5141309206662701,0.047421818518151665,-1,-1
w6YsN,0.13508325455557213,50.0,0.08366864043703988,SGD,tanh,4.9900313863279354e-05,41.0,163.0,0.7,0.15,200.0,0.595771347440578,0.06432231952331054,-1,-1
MtPz2,0.02632296624973079,10.0,0.058817322940831,SGD,relu,3.926784355904547e-05,58.0,169.0,0.7,0.15,200.0,0.5788036417811704,0.05733759432088004,-1,-1
YvgDE,0.07518864350813993,30.0,0.06288878015831981,SGD,relu,5.7747031194323235e-05,53.0,185.0,0.7,0.15,200.0,0.5717897213705456,0.02471021387150899,-1,-1
Yd65e,0.20950496266091043,70.0,0.011932712360199764,SGD,elu,6.0556790455859385e-05,70.0,143.0,0.7,0.15,200.0,0.5932070680829585,0.07389983631274077,-1,-1
kDLCs,0.386487818354114,10.0,0.04171492749698857,SGD,relu,2.8513014120613827e-05,48.0,173.0,0.7,0.15,200.0,0.574892684581398,0.047402298844771054,-1,-1
nz7ei,0.11716398827439271,10.0,0.033710218100057004,SGD,tanh,1.1035714947258997e-05,87.0,151.0,0.7,0.15,200.0,0.6095612497335675,0.051427981027972365,-1,-1
k61Xr,0.0058738216104732704,30.0,0.0029425272876370256,SGD,relu,5.43005180297529e-05,82.0,181.0,0.7,0.15,200.0,0.5129295970543977,0.015243118590407542,-1,-1
tZgV5,2.141104201420836e-05,100.0,0.06853504806917181,adam,relu,3.7807477856281494e-05,94.0,155.0,0.7,0.15,200.0,0.5100106544289137,0.03457311725550216,-1,-1
KwOgB,9.909222366276118e-05,50.0,0.0501205802413877,SGD,elu,6.790590019313109e-05,100.0,160.0,0.7,0.15,200.0,0.5307156237228884,0.02532107606792534,-1,-1
reEOX,0.05368584736427891,10.0,0.07363342889728061,SGD,tanh,4.704332543848597e-05,105.0,196.0,0.7,0.15,200.0,0.5827389721867069,0.059939398977129514,-1,-1
ttE0l,0.013873102327724719,30.0,0.03077322106997034,SGD,relu,7.09559261804058e-05,85.0,135.0,0.7,0.15,200.0,0.5343161478435232,0.06446736668306789,-1,-1
yd0iO,0.001966510401816249,70.0,0.02284595813592724,SGD,relu,5.1755202529278404e-05,112.0,138.0,0.7,0.15,200.0,0.49621828909309107,0.021185298748401776,-1,-1
jtAEt,0.4946638327591391,10.0,0.01699124972978602,SGD,elu,7.479466988796475e-05,89.0,166.0,0.7,0.15,200.0,0.5617075728205242,0.03310477750320166,-1,-1
OcYCz,0.16624755940402228,100.0,0.09091182003888401,SGD,relu,6.275857779216986e-05,28.0,145.0,0.7,0.15,200.0,0.5484448597114826,0.061135719618914605,-1,-1
uDK76,0.29640329041356894,10.0,0.08064405556609135,SGD,tanh,1.2912810341499686e-05,67.0,176.0,0.7,0.15,200.0,0.5697792024151983,0.04994782505725426,-1,-1
xUHG1,0.0929811801678749,30.0,0.03676689962461745,adam,relu,5.9034756967052595e-05,76.0,14.0,0.7,0.15,200.0,0.5104118422094395,0.05350936381879905,-1,-1
vA3cw,0.035023683047078404,50.0,0.056474511819378764,SGD,relu,2.625174381090363e-05,44.0,130.0,0.7,0.15,200.0,0.5122473231548635,0.10595843122479026,-1,-1
UuspU,0.020782633997565518,10.0,0.04479599842897087,SGD,elu,6.517789855663447e-05,95.0,171.0,0.7,0.15,200.0,0.5812675542373487,0.055554892697821635,-1,-1
bgacn,0.255023447152989,30.0,0.025684261744012872,SGD,tanh,1.7827659003697377e-05,18.0,149.0,0.7,0.15,200.0,0.5951475080100154,0.07396490981286673,-1,-1
gbbHi,0.17680144698126446,70.0,0.028677822472562696,SGD,relu,6.934313697028297e-05,118.0,192.0,0.7,0.15,200.0,0.5709754395500183,0.07696798785406596,-1,-1
g4SC2,0.0641077949257896,10.0,0.06494051450366278,SGD,relu,5.6595951898762975e-05,125.0,155.0,0.7,0.15,200.0,0.5582425117581115,0.05262105444425377,-1,-1
StvbV,0.0027470980607284755,100.0,0.041169802851188285,SGD,elu,7.293660389150764e-05,36.0,200.0,0.7,0.15,200.0,0.462259215364387,0.02534779340837376,-1,-1
Lg4ss,0.3783725240490286,10.0,0.01948080590614057,SGD,relu,6.0585687448818455e-05,107.0,165.0,0.7,0.15,200.0,0.6127902779111387,0.03932206815287064,-1,-1
mORYD,0.48978580403362176,30.0,0.05162984402233344,adam,tanh,4.540094006816718e-05,101.0,189.0,0.7,0.15,200.0,0.4844201897602753,0.023017351048803293,-1,-1
vzaTc,0.1382599337168228,50.0,0.013899466357070202,SGD,relu,5.0279296215942485e-05,11.0,179.0,0.7,0.15,200.0,0.5992914750072751,0.055852124147336035,-1,-1
AE0he,0.4969890263171997,5.0,0.07539874482988472,SGD,relu,5.804451337768524e-06,98.0,140.0,0.7,0.15,200.0,0.5648082447266833,0.023800310693772676,-1,-1
lHWHC,0.21296681884761948,10.0,0.032553975869843946,SGD,elu,4.35418239378077e-05,61.0,126.0,0.7,0.15,200.0,0.5853094389440491,0.05738479791568691,-1,-1
Jq2xr,0.040489902525087405,30.0,0.035907010093357,SGD,tanh,4.0523161268482595e-05,72.0,184.0,0.7,0.15,200.0,0.6024060303696489,0.1065946613289621,-1,-1
JAc1z,0.08297971549399913,5.0,0.04764991434546152,SGD,relu,2.6481071858744093e-06,92.0,121.0,0.7,0.15,200.0,0.6303891286122809,0.050341359098304436,-1,-1
SA0Wr,0.3019613741614634,70.0,0.09393464175954896,SGD,relu,3.304737448100532e-05,145.0,167.0,0.7,0.15,200.0,0.6009171973457688,0.044605061774299896,-1,-1
r2lUn,0.009998314028460048,10.0,0.057716075007383814,SGD,elu,1.9843124008240728e-05,79.0,159.0,0.7,0.15,200.0,0.6017416617738965,0.07547225408431489,-1,-1
VwbXi,0.0002491766280353433,5.0,0.10179963233852343,adam,relu,7.61000197920512e-05,112.0,162.0,0.7,0.15,200.0,0.5201262742521169,0.07198680148547246,-1,-1
ZB3xG,0.029023576147944936,100.0,0.07084852803239222,SGD,tanh,5.376020321574291e-05,121.0,134.0,0.7,0.15,200.0,0.6021157387088402,0.07079209655036617,-1,-1
mCzoX,0.11537708822447816,10.0,0.07791471320207204,SGD,relu,6.247115437408397e-05,57.0,152.0,0.7,0.15,200.0,0.6260819998097126,0.09143170269267764,-1,-1
Owym9,0.05372991645611778,5.0,0.008219884779778957,SGD,relu,6.767121603262558e-05,104.0,148.0,0.7,0.15,200.0,0.5828070596930872,0.05900192557121743,-1,-1
MNtke,0.2478354499828367,30.0,0.05331078262921641,SGD,elu,2.4165403067673564e-05,129.0,144.0,0.7,0.15,200.0,0.5509877239030889,0.04789263158965828,-1,-1
yhTOT,0.3671823529869303,50.0,0.06706762000340356,SGD,tanh,6.612803447264077e-05,114.0,173.0,0.7,0.15,200.0,0.5642368209458606,0.03984413785444976,-1,-1
W65RY,0.007757538458775078,5.0,0.03938070537442996,SGD,relu,5.777631461004e-05,135.0,130.0,0.7,0.15,200.0,0.5624993119646906,0.07795181353397793,-1,-1
p3RGt,0.49788138505209917,10.0,0.028357321788462703,SGD,relu,4.797115765963957e-05,64.0,137.0,0.7,0.15,200.0,0.5782564923266128,0.014013651448731393,-1,-1
D3d0S,0.15408464615732298,5.0,0.08734528470404693,adam,elu,7.132572870944631e-05,52.0,181.0,0.7,0.15,200.0,0.49892576286664897,0.01761463028299384,-1,-1
Rq7yr,0.08204931028453498,30.0,0.062224196525422035,SGD,relu,1.476639214721153e-05,83.0,176.0,0.7,0.15,200.0,0.5982294489095515,0.030991047701548452,-1,-1
HLi1t,0.1086402315286837,70.0,0.0990234416175649,SGD,tanh,6.441453104200133e-05,88.0,157.0,0.7,0.15,200.0,0.5210943871592992,0.04376325049223448,-1,-1
q0jKc,0.015151204845161246,10.0,0.024382322078960218,SGD,relu,5.221417153624897e-05,119.0,118.0,0.7,0.15,200.0,0.5959108891466676,0.06328848596581897,-1,-1
qiLE3,0.046780482106118314,100.0,0.04181238914695907,SGD,relu,5.533381618158371e-05,47.0,25.0,0.7,0.15,200.0,0.5151003749310137,0.0745146602310281,-1,-1
XDP3q,0.0226392820132811,5.0,0.0499740495844536,SGD,elu,5.9701733399701534e-05,33.0,169.0,0.7,0.15,200.0,0.580960282394315,0.03446968473383154,-1,-1
T2zau,0.0008820974504572195,5.0,0.03137920608167214,SGD,tanh,6.903484063426112e-05,109.0,186.0,0.7,0.15,200.0,0.4646185501678386,0.1073858419887031,-1,-1
m2bZi,0.2016878382358578,10.0,0.03828807099655613,SGD,relu,6.226923308251203e-05,125.0,164.0,0.7,0.15,200.0,0.619637327123174,0.022079747019797917,-1,-1
Nvhx0,0.06767053574269974,30.0,0.045762164010912605,adam,relu,3.7098359497919975e-05,93.0,114.0,0.7,0.15,200.0,0.5021779399668154,0.024822196564745283,-1,-1
iKbyg,0.00014936852020130392,5.0,0.01808624967350591,SGD,elu,8.188286903666352e-06,98.0,153.0,0.7,0.15,200.0,0.47035908777621904,0.020042282149758,-1,-1
K5Eft,0.27124739322582203,50.0,0.08258111672473964,SGD,relu,7.757884752643907e-05,74.0,195.0,0.7,0.15,200.0,0.5991357591951506,0.033770997632378084,-1,-1
eTNJv,0.4990980232276325,10.0,0.03576683544686603,SGD,tanh,7.445346432356613e-05,152.0,123.0,0.7,0.15,200.0,0.6003163177258884,0.04209152180140477,-1,-1
uFyHB,0.31425536297390755,5.0,0.09213351392463405,SGD,relu,8.0312199416434e-05,81.0,145.0,0.7,0.15,200.0,0.5999800190825233,0.04049439870628594,-1,-1
zu2KH,0.1456873785531188,30.0,0.022697964851589415,SGD,relu,4.985679578933309e-05,103.0,139.0,0.7,0.15,200.0,0.6134177297350162,0.07847213343548883,-1,-1
P2OSW,0.029431158266626657,10.0,0.05440069735137556,SGD,elu,7.256185882929524e-05,69.0,189.0,0.7,0.15,200.0,0.609509655333191,0.054249818204011147,-1,-1
kDUaY,0.19244077120458455,70.0,0.059588762993602606,SGD,tanh,6.405287250592203e-05,139.0,38.0,0.7,0.15,200.0,0.5531154555435827,0.045319137435026996,-1,-1
EikZV,0.10315791910026263,100.0,0.09697370976272718,adam,relu,5.4151170946046534e-05,25.0,47.0,0.7,0.15,200.0,0.4933789063776561,0.04638924539714167,-1,-1
Nluqk,3.7907834075922165e-06,5.0,0.027866353708364183,SGD,relu,5.669214733508353e-05,117.0,200.0,0.7,0.15,200.0,0.4842900851341344,0.043679802072967115,-1,-1
eBodq,0.050340038087816015,5.0,0.08559794246338699,SGD,elu,5.9616542748529306e-05,131.0,132.0,0.7,0.15,200.0,0.6015158799344809,0.043607158948941245,-1,-1
Kyxk0,0.0042755107279151315,10.0,0.04390651203091478,SGD,relu,6.653005496835477e-05,108.0,172.0,0.7,0.15,200.0,0.5256600635962452,0.05149644358893616,-1,-1
RvfH9,0.39329263961719163,30.0,0.07224618536671566,SGD,tanh,4.5414376129640776e-05,41.0,162.0,0.7,0.15,200.0,0.5844108671607257,0.07062063549822627,-1,-1
KuiLb,0.0014417217158307848,5.0,0.0482245374668183,SGD,relu,4.263359085040574e-05,90.0,149.0,0.7,0.15,200.0,0.5120571143136248,0.04727923939574223,-1,-1
qrDlO,0.07223919865674108,50.0,0.03381195009948651,SGD,relu,7.088799216804844e-05,86.0,110.0,0.7,0.15,200.0,0.5550177331521163,0.04521697034442416,-1,-1
Jol35,0.13664911995471243,10.0,0.10479873085274168,SGD,elu,5.174717101132078e-05,96.0,156.0,0.7,0.15,200.0,0.5964300499456299,0.060403420117787,-1,-1
UvByE,0.03759701676878747,5.0,0.040384972249659666,SGD,tanh,8.25914191337361e-05,161.0,141.0,0.7,0.15,200.0,0.5826794253051492,0.06948291300586991,-1,-1
N3AYc,5.240351349569014e-05,30.0,0.06374128742235897,adam,relu,3.51535708659057e-05,124.0,181.0,0.7,0.15,200.0,0.4981022890755783,0.019205654856029937,-1,-1
JMty8,0.2551077625385646,10.0,0.010080974207965658,SGD,relu,7.627629328962048e-05,112.0,176.0,0.7,0.15,200.0,0.5987089457441989,0.020378490816487505,-1,-1
IbFZa,0.011592838781718864,70.0,0.013817560306046764,SGD,elu,6.20988703148538e-05,77.0,192.0,0.7,0.15,200.0,0.5090442364395756,0.04532915416847816,-1,-1
qkrA7,0.018682129652196722,5.0,0.05105765441651859,SGD,relu,3.016464715522988e-05,101.0,120.0,0.7,0.15,200.0,0.6179379070942013,0.07568267160088574,-1,-1
yhcYR,0.3376598395225534,100.0,0.09028616710381827,SGD,tanh,6.838073301441016e-05,148.0,128.0,0.7,0.15,200.0,0.5838410306982511,0.04299631099128844,-1,-1
AvIkQ,0.17798923513197337,5.0,0.021135465164867598,SGD,relu,4.756898064121194e-05,10.0,160.0,0.7,0.15,200.0,0.6011719892781702,0.0641396218708949,-1,-1
Dhi96,0.09393167326020299,10.0,0.05599692672055642,SGD,relu,5.747707553385063e-05,135.0,169.0,0.7,0.15,200.0,0.601684227907004,0.04435353502830775,-1,-1
ROPCY,1.1029851854639056e-05,30.0,0.068019723761038,adam,elu,6.539065676326508e-05,56.0,150.0,0.7,0.15,200.0,0.5022668303962263,0.04189209708250789,-1,-1
EDZF5,0.12353986019079685,5.0,0.080324911024239,SGD,tanh,7.382767847876721e-05,106.0,166.0,0.7,0.15,200.0,0.5815080457624211,0.04306093306244155,-1,-1
dptF2,0.4990909231685752,10.0,0.11067058771460235,SGD,relu,7.074653292675378e-05,64.0,133.0,0.7,0.15,200.0,0.6238143362670328,0.04460688019676689,-1,-1
Xdktc,0.18357128007970577,5.0,0.14749656307185924,SGD,relu,7.882237639689602e-05,116.0,92.0,0.7,0.15,200.0,0.5772435281453114,0.03720704650869046,-1,-1
G76zN,0.24631194325975908,5.0,0.12654574608668065,SGD,relu,8.356845043238461e-05,109.0,102.0,0.7,0.15,200.0,0.5500764295338871,0.05067680986062854,-1,-1
J9HaQ,0.32588983892366774,5.0,0.13895683499963438,SGD,relu,8.137649004313327e-05,121.0,98.0,0.7,0.15,200.0,0.5724038672697292,0.06584387407476386,-1,-1
py6dy,0.14374049809571635,5.0,0.13366791970584974,SGD,relu,7.891649105840333e-05,105.0,88.0,0.7,0.15,200.0,0.5483576052892458,0.0551022721074134,-1,-1
TVRAS,0.2061552007112766,5.0,0.14410609176396466,SGD,relu,9.258369920265497e-05,114.0,82.0,0.7,0.15,200.0,0.5820830653027792,0.051152612586381985,-1,-1
HKJvZ,0.399818864728433,5.0,0.11821563686825125,SGD,relu,7.65933924044547e-05,127.0,96.0,0.7,0.15,200.0,0.5722181453096231,0.07317001808399215,-1,-1
sjHLp,0.08486394145317766,5.0,0.12930280915298847,SGD,relu,8.861604191200702e-05,102.0,105.0,0.7,0.15,200.0,0.5654970489438047,0.054987619140608825,-1,-1
PrwNM,0.16568391250969847,5.0,0.13631394477710043,SGD,relu,8.64868364531758e-05,97.0,73.0,0.7,0.15,200.0,0.6308069752067815,0.016512586623323378,-1,-1
meVWM,0.06332797400092344,5.0,0.12430748777246109,SGD,relu,7.335529548375201e-05,111.0,80.0,0.7,0.15,200.0,0.5724877654970537,0.041244166769290845,-1,-1
NXGOh,0.11572027871579352,5.0,0.1127289377851849,SGD,relu,8.050437098578093e-05,118.0,113.0,0.7,0.15,200.0,0.6119754415509885,0.0913031506951944,-1,-1
OsdUv,0.2542846033803644,5.0,0.12127783960526173,SGD,relu,8.458627538216974e-05,93.0,77.0,0.7,0.15,200.0,0.5781819007333882,0.04519879893057507,-1,-1
CqVN2,0.4968171506266099,5.0,0.14996111668668913,SGD,relu,7.58032706741033e-05,108.0,92.0,0.7,0.15,200.0,0.5854268569506853,0.040728551236649924,-1,-1
pvpAg,0.3235697460730365,5.0,0.130611966099104,SGD,relu,6.976323132288473e-05,121.0,109.0,0.7,0.15,200.0,0.6479765718497476,0.060868789014078196,-1,-1
DkQyQ,0.09406336389407542,5.0,0.1398522201322306,SGD,relu,6.666965258995019e-05,132.0,87.0,0.7,0.15,200.0,0.6037818553344868,0.07927535148761977,-1,-1
oTki8,0.19625456349084916,5.0,0.11651239448276639,SGD,relu,7.174078166252983e-05,128.0,101.0,0.7,0.15,200.0,0.557872964075393,0.044632194384717765,-1,-1
JOxCn,0.05249301599570871,5.0,0.1153724964521582,SGD,relu,8.265885716960796e-05,100.0,106.0,0.7,0.15,200.0,0.5461983028222169,0.034137771609661735,-1,-1
E2Pwd,0.40208894573408976,5.0,0.14573762736122184,SGD,relu,6.345909779331807e-05,115.0,98.0,0.7,0.15,200.0,0.5576744126848296,0.07443818908244723,-1,-1
cSCCy,0.12570192036345254,5.0,0.1258536338505546,SGD,relu,7.795024491210246e-05,90.0,117.0,0.7,0.15,200.0,0.5620885838279216,0.032505628513355166,-1,-1
peCGc,0.24928160800076127,5.0,0.1328175627266355,SGD,relu,7.481495522068481e-05,124.0,83.0,0.7,0.15,200.0,0.5984253624743436,0.02362597419268915,-1,-1
AfHLW,0.16469488551853437,5.0,0.14294382165535024,SGD,relu,6.790584822895514e-05,105.0,91.0,0.7,0.15,200.0,0.5480842770649665,0.07539854561526765,-1,-1
